account_id,plan_tier,seats,is_trial,churn_flag,total_tickets,avg_satisfaction,total_escalations,total_mrr,total_upgrades,total_usage_count,total_usage_duration,total_errors,tenure_days,provided_satisfaction_score,error_rate,ticket_per_month,escalation_rate,avg_session_duration,error_per_mrr,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner
A-396e5f,2,2,0,0,5.0,4.0,1.0,10236,2,540,175427,23,92,1,0.04251386321626617,1.2295081967213115,0.16666666666666666,324.264325323475,0.0022467519781185896,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
A-45ce7a,2,16,0,0,5.0,3.6666666666666665,0.0,8216,2,424,124978,30,529,1,0.07058823529411765,0.26833631484794274,0.0,294.0658823529412,0.0036509675063891934,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-08e34e,0,14,0,1,3.0,3.0,0.0,21821,0,651,186929,32,189,1,0.049079754601226995,0.4109589041095891,0.0,286.7009202453988,0.0014664100449088076,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-8145a0,0,2,1,0,6.0,4.0,0.0,17260,2,693,200177,27,618,1,0.03890489913544669,0.27777777777777773,0.0,288.43948126801155,0.001564219917733619,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
A-bad8c1,0,7,0,0,1.0,4.0,0.0,7797,2,385,125675,11,673,1,0.02849740932642487,0.04267425320056899,0.0,325.58290155440415,0.0014106181072069761,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
A-44dc83,0,5,0,0,7.0,4.6,0.0,456,0,248,81119,13,235,1,0.05220883534136546,0.7924528301886794,0.0,325.77911646586347,0.028446389496717725,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
A-f446b6,1,5,1,0,8.0,4.25,1.0,11392,0,376,127515,31,601,1,0.08222811671087533,0.38034865293185416,0.1111111111111111,338.236074270557,0.0027209690160624944,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
A-a45270,2,3,0,0,4.0,4.0,0.0,20131,2,733,222582,53,192,1,0.07220708446866485,0.5405405405405405,0.0,303.2452316076294,0.002632624677130936,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
A-854864,2,20,0,0,5.0,4.8,0.0,14759,0,248,73517,10,26,1,0.040160642570281124,2.6785714285714284,0.0,295.24899598393574,0.0006775067750677507,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
A-1b7577,1,4,0,0,5.0,4.0,0.0,8771,0,647,195598,33,67,1,0.05092592592592592,1.5463917525773196,0.0,301.8487654320988,0.003761969904240766,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-05f0e5,0,32,0,0,4.0,4.0,0.0,51109,2,706,207116,46,609,1,0.06506364922206506,0.18779342723004694,0.0,292.9504950495049,0.0009000195656427314,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
A-9077b0,0,2,0,0,3.0,4.333333333333333,0.0,3565,3,493,146301,31,130,1,0.06275303643724696,0.5625,0.0,296.15587044534414,0.008693213684800897,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
A-7f8241,1,34,0,1,1.0,3.0,0.0,39516,2,734,227186,38,660,1,0.05170068027210884,0.043478260869565216,0.0,309.0965986394558,0.0009616114583596933,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-2bc93d,0,14,0,0,2.0,4.5,0.0,32394,4,666,215735,31,660,1,0.046476761619190406,0.08695652173913043,0.0,323.4407796101949,0.0009569377990430622,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
A-f3ff05,2,2,0,0,3.0,3.5,0.0,19465,1,672,210327,36,180,1,0.05349182763744428,0.42857142857142855,0.0,312.5215453194651,0.0018493784033699785,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
A-2d4502,0,7,0,0,3.0,5.0,0.0,29071,2,465,127997,19,248,1,0.0407725321888412,0.3237410071942446,0.0,274.67167381974247,0.0006535498073747937,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
A-6a4e2d,1,9,0,0,2.0,4.5,1.0,10394,2,597,172764,31,636,1,0.051839464882943144,0.0900900900900901,0.3333333333333333,288.90301003344484,0.0029822029822029823,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
A-eb7c38,2,5,0,0,5.0,4.333333333333333,0.0,38210,3,693,203946,27,312,1,0.03890489913544669,0.43859649122807015,0.0,293.87031700288185,0.0007066028107089582,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
A-c37601,0,6,1,0,4.0,3.6666666666666665,0.0,20475,0,489,131835,21,63,1,0.04285714285714286,1.2903225806451613,0.0,269.05102040816325,0.0010255909357296347,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A-3b5cd1,0,13,1,0,5.0,4.0,0.0,23676,2,523,177958,24,478,1,0.04580152671755725,0.2952755905511811,0.0,339.6145038167939,0.0010136419309878786,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
A-b2225d,0,47,0,1,2.0,3.0,0.0,19088,1,696,236693,60,300,1,0.08608321377331421,0.18181818181818182,0.0,339.5882352941176,0.0031431714600031434,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-94f8c9,0,13,0,0,3.0,5.0,0.0,31989,2,746,204124,63,279,1,0.08433734939759036,0.2912621359223301,0.0,273.2583668005355,0.0019693654266958426,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A-02fac6,1,22,0,0,6.0,4.0,0.0,26410,1,514,169854,34,637,1,0.06601941747572816,0.2698650674662669,0.0,329.81359223300973,0.0012873423952141153,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
A-c1dfe1,1,26,0,0,3.0,4.0,0.0,25790,1,375,127687,30,514,1,0.0797872340425532,0.16544117647058823,0.0,339.593085106383,0.0011631964638827497,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
A-32728c,1,20,0,1,2.0,3.5,0.0,4498,1,418,115325,22,730,1,0.05250596658711217,0.07894736842105264,0.0,275.2386634844869,0.004889975550122249,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-4c38bc,0,36,0,1,3.0,3.5,0.0,48060,2,818,271358,27,299,1,0.03296703296703297,0.2735562310030395,0.0,331.3284493284493,0.0005617860635442458,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
A-1b707d,2,1,0,0,3.0,3.9723255055446836,0.0,9332,1,399,110456,12,538,0,0.03,0.15845070422535212,0.0,276.14,0.0012857602057216328,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-6f8ad2,0,1,0,0,4.0,4.333333333333333,0.0,25928,2,924,261489,59,177,1,0.06378378378378378,0.5797101449275363,0.0,282.69081081081083,0.0022754444830113,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
A-4d1e75,0,20,0,0,2.0,4.0,0.0,31390,3,477,148106,25,134,1,0.05230125523012552,0.36585365853658536,0.0,309.8451882845188,0.0007964066133605174,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-9ee962,0,9,0,1,3.0,4.0,0.0,9420,3,439,120226,17,674,1,0.038636363636363635,0.1278409090909091,0.0,273.2409090909091,0.001804479354633266,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
A-378b99,1,8,1,0,6.0,4.5,0.0,12116,1,565,187525,38,123,1,0.06713780918727916,1.1764705882352942,0.0,331.31625441696116,0.003136089791202443,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
A-94d3da,0,41,0,0,6.0,3.5,0.0,22673,1,464,150051,25,610,1,0.053763440860215055,0.28125,0.0,322.69032258064516,0.0011025844579694805,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A-e351e1,2,33,0,0,4.0,3.75,0.0,3498,0,295,102452,22,98,1,0.07432432432432433,0.9375,0.0,346.1216216216216,0.006287510717347814,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-9badbd,2,5,1,0,5.0,5.0,0.0,32477,0,729,220382,45,197,1,0.06164383561643835,0.6607929515418502,0.0,301.8931506849315,0.0013855532976168484,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
A-7e0a10,2,46,0,0,5.0,4.0,0.0,41116,1,511,173162,35,411,1,0.068359375,0.3401360544217687,0.0,338.20703125,0.000851229418488703,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-118d55,0,8,0,0,5.0,4.333333333333333,0.0,23919,3,599,168143,33,72,1,0.055,1.4705882352941178,0.0,280.23833333333334,0.0013795986622073579,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-526d93,0,43,0,0,5.0,3.5,1.0,39201,2,565,159213,45,263,1,0.07950530035335689,0.5119453924914675,0.16666666666666666,281.29505300353355,0.001147900617315443,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
A-f92792,1,1,0,0,2.0,4.0,0.0,18807,1,528,149124,31,182,1,0.05860113421550094,0.2830188679245283,0.0,281.89792060491493,0.0016482347937048065,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-84ebe4,1,18,1,1,4.0,4.0,0.0,27994,0,396,123655,26,662,1,0.0654911838790932,0.17341040462427745,0.0,311.47355163727957,0.000928737274513306,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-5b4ebb,0,21,1,1,5.0,4.75,0.0,27803,1,692,196300,25,176,1,0.03607503607503607,0.7281553398058253,0.0,283.26118326118325,0.0008991512012660049,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
A-2922b6,0,15,0,0,2.0,4.0,0.0,10669,1,393,117237,13,49,1,0.03299492385786802,0.759493670886076,0.0,297.5558375634518,0.001218369259606373,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-9b9fe9,0,5,0,0,4.0,4.0,0.0,19725,0,597,196701,22,462,1,0.03678929765886288,0.24390243902439027,0.0,328.9314381270903,0.0011152793267768428,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
A-a8b49c,0,7,0,0,1.0,4.0,0.0,11567,1,545,183399,43,454,1,0.07875457875457875,0.06198347107438017,0.0,335.8956043956044,0.0037171507607192253,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
A-9174e0,0,37,0,0,2.0,5.0,0.0,53976,2,689,206138,61,29,1,0.08840579710144927,1.0169491525423728,0.0,298.7507246376812,0.0011301109731922856,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A-a1bbb6,0,1,0,0,3.0,4.0,0.0,14402,0,366,118465,20,638,1,0.05449591280653951,0.1347305389221557,0.0,322.79291553133515,0.0013885995973061168,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
A-c45b23,0,5,0,0,3.0,3.0,0.0,8504,0,581,181056,30,391,1,0.05154639175257732,0.21377672209026127,0.0,311.0927835051546,0.003527336860670194,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
A-02cd81,0,44,0,0,3.0,4.5,1.0,32956,0,684,219304,28,280,1,0.040875912408759124,0.29032258064516125,0.25,320.1518248175183,0.0008495918924659405,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
A-ee42db,2,13,0,0,4.0,3.0,0.0,11567,1,511,150876,33,618,1,0.064453125,0.18518518518518517,0.0,294.6796875,0.0028526970954356845,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
A-432483,1,4,0,0,1.0,3.9161676646706587,0.0,25813,1,451,151460,28,696,0,0.061946902654867256,0.04132231404958678,0.0,335.08849557522126,0.0010846827303013869,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A-9208f0,1,1,0,1,8.0,3.3333333333333335,1.0,3511,1,538,158701,31,602,1,0.0575139146567718,0.379746835443038,0.1111111111111111,294.4359925788497,0.008826879271070615,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-98a59a,2,56,0,0,3.0,4.5,0.0,36456,2,455,124429,21,517,1,0.046052631578947366,0.16453382084095064,0.0,272.8706140350877,0.0005760210659132677,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
A-fe79a5,0,9,1,0,4.0,5.0,0.0,13532,2,335,96672,17,316,1,0.050595238095238096,0.3468208092485549,0.0,287.7142857142857,0.0012561885760733022,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
A-726cfa,1,11,0,0,3.0,4.0,0.0,34782,2,993,281986,45,551,1,0.04527162977867203,0.1549053356282272,0.0,283.6881287726358,0.0012937354454762384,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A-c43359,1,38,0,0,3.0,4.0,0.0,12312,2,461,147051,32,47,1,0.06926406926406926,1.168831168831169,0.0,318.2922077922078,0.002598879233330626,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A-271f46,1,38,0,1,1.0,3.9161676646706587,0.0,19604,0,373,114563,16,693,0,0.0427807486631016,0.04149377593360996,0.0,306.3181818181818,0.0008161183371588881,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-157070,1,16,0,0,3.0,3.0,1.0,27506,2,696,186928,26,420,1,0.03730272596843615,0.2,0.25,268.1893830703013,0.000945213945541135,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-40a557,1,16,1,0,7.0,3.6666666666666665,0.0,23324,1,402,114217,17,396,1,0.04218362282878412,0.49295774647887325,0.0,283.4168734491315,0.0007288317256162915,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
A-66224b,1,92,1,0,6.0,3.5,0.0,69184,0,626,185229,29,76,1,0.046251993620414676,1.6981132075471699,0.0,295.42105263157896,0.00041916600419166004,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A-91e948,0,41,0,0,0.0,4.008761282290694,0.0,21894,2,404,115260,16,704,0,0.03950617283950617,0.0,0.0,284.5925925925926,0.0007307604475907741,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
A-104f1a,1,24,0,0,5.0,3.75,1.0,12617,0,438,156949,22,138,1,0.05011389521640091,0.8928571428571429,0.16666666666666666,357.5148063781321,0.0017435409732128706,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-7988d1,0,33,0,0,3.0,4.333333333333333,0.0,10692,0,449,138265,28,379,1,0.06222222222222222,0.22004889975550124,0.0,307.25555555555553,0.002618535490507809,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-faa28c,2,48,0,0,4.0,4.666666666666667,1.0,58404,3,585,162007,24,338,1,0.040955631399317405,0.32608695652173914,0.2,276.46245733788396,0.00041092372228405103,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-f25509,2,32,0,0,6.0,4.666666666666667,0.0,16122,0,229,73603,15,286,1,0.06521739130434782,0.569620253164557,0.0,320.0130434782609,0.0009303479501333499,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-3a7284,2,31,0,0,3.0,3.5,0.0,35519,1,609,191562,30,46,1,0.04918032786885246,1.1842105263157896,0.0,314.0360655737705,0.0008445945945945946,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A-3a5ad8,2,9,1,0,4.0,4.5,0.0,28701,1,506,127878,23,394,1,0.045364891518737675,0.2830188679245283,0.0,252.22485207100593,0.0008013378858616124,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-65a46c,1,1,0,0,8.0,4.0,0.0,22675,2,370,115219,21,425,1,0.05660377358490566,0.5274725274725275,0.0,310.5633423180593,0.0009260892573646146,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
A-8b25f2,1,6,0,1,2.0,4.0,0.0,14048,1,565,159394,20,320,1,0.0353356890459364,0.17142857142857143,0.0,281.6148409893993,0.0014235888675350559,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A-fabe19,2,1,0,0,3.0,4.0,0.0,20497,2,337,112966,16,52,1,0.047337278106508875,1.0975609756097562,0.0,334.2189349112426,0.0007805639574592643,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
A-adc1f3,1,2,0,0,3.0,3.5,0.0,26608,0,334,120133,26,150,1,0.07761194029850746,0.5,0.0,358.6059701492537,0.0009771130068773723,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-503d5a,2,4,0,1,9.0,4.0,0.0,17884,0,605,211565,32,439,1,0.052805280528052806,0.5756929637526652,0.0,349.1171617161716,0.001789208834218619,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
A-fd7ad3,2,1,0,0,8.0,4.166666666666667,1.0,3831,2,567,171957,42,62,1,0.07394366197183098,2.608695652173913,0.1111111111111111,302.74119718309856,0.010960334029227558,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-186a44,2,20,0,0,7.0,3.5,0.0,20989,1,614,205539,25,514,1,0.04065040650406504,0.3860294117647059,0.0,334.20975609756096,0.0011910433539780848,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
A-e888d1,1,14,0,0,5.0,4.0,1.0,13646,1,552,158087,36,646,1,0.0650994575045208,0.22189349112426035,0.16666666666666666,285.871609403255,0.002637942404924159,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-69fad4,0,6,0,1,4.0,3.6666666666666665,0.0,8721,0,412,124646,24,637,1,0.05811138014527845,0.17991004497751123,0.0,301.80629539951576,0.002751662462737904,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
A-9289f6,2,1,0,0,6.0,4.333333333333333,0.0,13096,2,642,200375,38,582,1,0.05909797822706065,0.29411764705882354,0.0,311.6251944012442,0.002901427807894938,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-f19409,0,23,0,1,3.0,4.0,0.0,34136,2,659,209812,31,658,1,0.04696969696969697,0.1308139534883721,0.0,317.8969696969697,0.0009081055745964789,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-22f2df,0,3,0,0,5.0,5.0,0.0,7451,1,429,119127,17,19,1,0.03953488372093023,3.061224489795918,0.0,277.03953488372093,0.0022812667740203974,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A-039727,1,25,0,0,0.0,3.9161676646706587,0.0,36420,3,768,249545,32,61,0,0.04161248374512354,0.0,0.0,324.50585175552663,0.0008786139864363966,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
A-2e3bad,1,61,0,0,5.0,3.5,0.0,45872,0,435,123738,26,508,1,0.05963302752293578,0.2788104089219331,0.0,283.802752293578,0.0005667822030388246,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
A-484819,1,18,0,0,5.0,4.5,0.0,20604,3,336,116076,20,681,1,0.05934718100890208,0.2109704641350211,0.0,344.4391691394659,0.000970638194612958,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-425e76,2,8,0,1,5.0,3.3333333333333335,1.0,17111,1,438,136419,24,596,1,0.05466970387243736,0.23961661341853036,0.16666666666666666,310.749430523918,0.001402524544179523,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
A-e83938,1,2,1,1,4.0,3.0,0.0,7503,2,266,87249,18,408,1,0.06741573033707865,0.273972602739726,0.0,326.7752808988764,0.002398720682302772,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
A-ad296b,1,38,0,0,3.0,3.6666666666666665,1.0,18430,0,294,103805,12,171,1,0.04067796610169491,0.44776119402985076,0.25,351.8813559322034,0.0006510769898540503,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
A-e51ec7,2,2,0,0,3.0,5.0,0.0,24076,2,417,126745,18,467,1,0.0430622009569378,0.18108651911468812,0.0,303.2177033492823,0.0007476014453627944,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
